# numFound=184 rows=184 query=(creator:"Pestalozzi, Johann Heinrich" OR creator:"Pestalozzi, Johann")
# ★ date 是**原作年**不是版次年；PD 判定看题名页
identifier	date	year	creator	title	language	collection
11421319bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 5	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11421328bsb	1826-01-01T00:00:00Z	1826	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 14	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10724507bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 4	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11262839bsb	1870-01-01T00:00:00Z	1870	Pestalozzi, Johann Heinrich	Pestalozzi: [im Auszuge]. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10926704bsb	1823-01-01T00:00:00Z	1823	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 10	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10082564bsb	1803-01-01T00:00:00Z	1803	Pestalozzi, Johann Heinrich	ABC der Anschauung oder Anschauungs-Lehre der Maßverhältnisse. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
howgertrudeteach00pestiala	1894-01-01T00:00:00Z	1894	Pestalozzi, Johann Heinrich, 1746-1827; Holland, Lucy E; Turner, Francis C; Cooke, Ebenezer	How Gertrude teaches her children; an attempt to help mothers to teach their own children and an account of The method	eng	cdl; americana; fav-collegium; fav-erin_hotchkiss; fav-jimbuckhorn_yahoo_com; fav-keila100pre
10721192bsb	1818-01-01T00:00:00Z	1818	Pestalozzi, Johann Heinrich	Rede von Pestalozzi an sein Haus: an seinem vier und siebenzigsten Geburtstage den 12. Jänner 1818	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10763703bsb	1803-01-01T00:00:00Z	1803	Pestalozzi, Johann Heinrich	Pestalozzi's Elementar-Bücher. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
pestalozzisleona00pestuoft	1895-01-01T00:00:00Z	1895	Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi's Leonard and Gertrude. --	eng	oiseut; toronto; university_of_toronto; fav-annibale_covini; fav-miss_portinari
11721929bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 5	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10724509bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 6	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10724516bsb	1826-01-01T00:00:00Z	1826	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 13	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10724506bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10724514bsb	1823-01-01T00:00:00Z	1823	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 11	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10926700bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 6	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10926709bsb	1826-01-01T00:00:00Z	1826	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 15	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11421323bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 9	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11421325bsb	1823-01-01T00:00:00Z	1823	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 11	German	german-online-libraries; booksbylanguage_german; booksbylanguage
howgertrudeteach00pest	1898-01-01T00:00:00Z	1898	Pestalozzi, Johann Heinrich, 1746-1827; Holland, Lucy E; Turner, Francis C; Cooke, Ebenezer	How Gertrude teaches her children; an attempt to help mothers to teach their own children and an account of the method	eng	Wellesley_College_Library; blc; americana; fav-emet90; fav-jackiejohnson06; fav-katie_hunter583; fav-stella_nde
pestalozzissmmt06pestgoog	1869-01-01T00:00:00Z	1869	Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi's sämtliche Werke	ger	americana
10763710bsb	1829-01-01T00:00:00Z	1829	Pestalozzi, Johann Heinrich	Vaterlehren in sittlichen Wortdeutungen: Ein Vermächtniß von Vater Pestalozzi an seine Zöglinge	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11723716bsb	1803-01-01T00:00:00Z	1803	Pestalozzi, Johann Heinrich	Fabeln	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10926693bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10065771bsb	1826-01-01T00:00:00Z	1826	Pestalozzi, Johann Heinrich	Meine Lebensschicksale als Vorsteher meiner Erziehungsinstitute in Burgdorf und Iferten	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10763708bsb	1818-01-01T00:00:00Z	1818	Pestalozzi, Johann Heinrich	Rede von Pestalozzi an sein Haus: an seinem vier und siebenzigsten Geburtstage den 12. Jänner 1818	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11721928bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 4	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11089616bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11301506bsb	1801-01-01T00:00:00Z	1801	Pestalozzi, Johann Heinrich	Anweisung zum Buchstabieren- und Leselehren	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11721926bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10116099bsb	1797-01-01T00:00:00Z	1797	Pestalozzi, Johann Heinrich	Figuren zu meinem ABC Buch oder zu den Anfangsgründen meines Denkens	German	german-online-libraries; booksbylanguage_german; booksbylanguage
ausgewahltekostb0000pest	1980-01-01T00:00:00Z	1980	Pestalozzi, Johann Heinrich 1746-1827 Verfasser	Ausgewählte Kostbarkeiten	ger	internetarchivebooks; printdisabled; inlibrary
11089578bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 9	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10116094bsb	1790-01-01T00:00:00Z	1790	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Versuch, die Grundsätze der Volksbildung zu vereinfachen. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10129403bsb	1831-01-01T00:00:00Z	1831	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: ein Buch für das Volk. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11941365bsb	1787-01-01T00:00:00Z	1787	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Buch für das Volk. 4	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10041514bsb	1797-01-01T00:00:00Z	1797	Pestalozzi, Johann Heinrich	Meine Nachforschungen über den Gang der Natur in der Entwiklung des Menschengeschlechts	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11089573bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 4	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11089580bsb	1823-01-01T00:00:00Z	1823	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 11	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10082563bsb	1803-01-01T00:00:00Z	1803	Pestalozzi, Johann Heinrich	ABC der Anschauung oder Anschauungs-Lehre der Maßverhältnisse. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10861557bsb	1801-01-01T00:00:00Z	1801	Pestalozzi, Johann Heinrich	Anweisung zum Buchstabieren- und Leselehren	German	german-online-libraries; booksbylanguage_german; booksbylanguage
pestalozzissmmt04seyfgoog	1869-01-01T00:00:00Z	1869	Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi's sämmtliche werke. Gesichtet, vervollständigt und mit erläuternden einleitungen versehen	ger	americana
pestalozzissmmt05pestgoog	1869-01-01T00:00:00Z	1869	Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi's sämtliche Werke	ger	americana
pestalozzipestal00barnrich	1859-01-01T00:00:00Z	1859	Barnard, Henry, 1811-1900; Making of America Project; Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi and Pestalozzianism : life, educational principles, and methods of John Henry Pestalozzi; with biographical sketches of several of his assistants and disciples	eng	cdl; americana; fav-cetin; fav-drewblanco; fav-nytnat; fav-shannon_w; fav-stella_nde; fav-thegrange
11341410bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 4	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10116096bsb	1792-01-01T00:00:00Z	1792	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Versuch, die Grundsätze der Volksbildung zu vereinfachen. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11234987bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: ein Buch für das Volk. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
pestalozzissmmt05seyfgoog	1869-01-01T00:00:00Z	1869	Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi's sämmtliche werke. Gesichtet, vervollständigt und mit erläuternden einleitungen versehen	ger	americana
11421317bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
smtlichewerke09pestuoft	1899-01-01T00:00:00Z	1899	Pestalozzi, Johann Heinrich, 1746-1827	Sämtliche Werke;	ger	robarts; toronto; university_of_toronto
11941363bsb	1783-01-01T00:00:00Z	1783	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Buch für das Volk. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11234989bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: ein Buch für das Volk. 4	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11421315bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11721932bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 8	German	german-online-libraries; booksbylanguage_german; booksbylanguage
PestalozziMieIndagini	1926-01-01T00:00:00Z	1926	Pestalozzi, Johann Heinrich	Mie Indagini	ita	bibliotechetorino; europeanlibraries; fav-fabiano_pietrosanti; fav-nytnat; fav-spanfi
pestalozzissamtl04pest	1899-01-01T00:00:00Z	1899	Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi's sämtliche Werke	ger	university_of_illinois_urbana-champaign; americana
pestalozzissmmt03seyfgoog	1869-01-01T00:00:00Z	1869	Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi's sämmtliche werke. Gesichtet, vervollständigt und mit erläuternden einleitungen versehen	ger	americana
pestalozzissmmt12pestgoog	1869-01-01T00:00:00Z	1869	Pestalozzi, Johann Heinrich, 1746-1827	Pestalozzi's sämtliche Werke	ger	americana
11721936bsb	1824-01-01T00:00:00Z	1824	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 12	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11421320bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 6	German	german-online-libraries; booksbylanguage_german; booksbylanguage
howgertrudeteach00pestuoft	1894-01-01T00:00:00Z	1894	Pestalozzi, Johann Heinrich, 1746-1827; Cooke, Ebenezer	How Gertrude teaches her children : an attempt to help mothers to teach their own children and an account of The method, a report to the Society of the Friends of Education, Burgdo	eng	oiseut; toronto; university_of_toronto; fav-a-good-for-nothing; fav-amyhurle; fav-bright-star; fav-dee_ems; fav-dlepz; fav-drewblanco; fav-erin_hotchkiss; fav-fernielhobbit; fav-ju
howgertrudeteach0000pest	1977-01-01T00:00:00Z	1977	Pestalozzi, Johann Heinrich, 1746-1827	How Gertrude teaches her children	eng	internetarchivebooks; inlibrary; printdisabled; fav-haec_city_also_books_m_callen_; fav-helenkolomoets7; fav-john_kugler; fav-remy_lebeau; fav-rezart; barryuniversity-ol; binghamto
leonardgertrudep00pest	1801-01-01T00:00:00Z	1801	[Pestalozzi, Johann Heinrich], 1746-1827	Leonard and Gertrude. A popular story	eng	library_of_congress; americana; fav-marccic
leonardgertrude00pestiala	1885-01-01T00:00:00Z	1885	Pestalozzi, Johann Heinrich, 1746-1827	Leonard and Gertrude	eng	cdl; americana; fav-ilzemijn; fav-jache
howgertrudeteach00pest_0	1915-01-01T00:00:00Z	1915	Pestalozzi, Johann Heinrich, 1746-1827	How Gertrude teaches her children: an attempt to help mothers to teach their own children and an account of the method	eng	Princeton; americana
11421322bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 8	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11721939bsb	1826-01-01T00:00:00Z	1826	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 15	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11089577bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 8	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11941366bsb	1782-01-01T00:00:00Z	1782	Pestalozzi, Johann Heinrich	Christoph und Else: Mein zweytes Volks Buch	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11014392bsb	1870-01-01T00:00:00Z	1870	Pestalozzi, Johann Heinrich	Pestalozzi: [im Auszuge]. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10926702bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 8	German	german-online-libraries; booksbylanguage_german; booksbylanguage
samtlichewerkeun0000pest	1985-01-01T00:00:00Z	1985	Pestalozzi, Johann Heinrich	Sämtliche Werke und Briefe / Provisorischer Registerband	ger	internetarchivebooks; inlibrary; printdisabled; fav-lothar_balhorn; fav-mmos
11421316bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11341413bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 9	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11089575bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 6	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11721931bsb	1821-01-01T00:00:00Z	1821	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 7	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11721935bsb	1823-01-01T00:00:00Z	1823	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 11	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11341408bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11681780bsb	1885-01-01T00:00:00Z	1885	Pestalozzi, Johann Heinrich	Die Abendstunde eines Einsiedlers. 17,1	German	german-online-libraries; booksbylanguage_german; booksbylanguage; fav-sebasti_n_a_rton
lienhardundgert01pestgoog	1781-01-01T00:00:00Z	1781	Pestalozzi, Johann Heinrich, 1746-1827	Lienhard und Gertrud	ger	americana
lienhardundgert02pestgoog	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich, 1746-1827	Lienhard und Gertrud. Ein Buch für das Volk ..	ger	americana
pestalozzianekdo00pest	1946-01-01T00:00:00Z	1946	Pestalozzi, Johann Heinrich, 1746-1827; Haller, Adolf, 1897- ed	Pestalozzi-Anekdoten	ger	internetarchivebooks; toronto; inlibrary; printdisabled; fav-keven_balderas; fav-mmos; fav-shmhz72
10763713bsb	1869-01-01T00:00:00Z	1869	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Werke. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10724511bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 8	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10724508bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 5	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10763709bsb	1820-01-01T00:00:00Z	1820	Pestalozzi, Johann Heinrich	Ein Wort über den gegenwärtigen Zustand meiner pädagogischen Bestrebungen und über die neue Organisation meiner Anstalt	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10769192bsb	1780-01-01T00:00:00Z	1780	Pestalozzi, Johann Heinrich	Ueber Gesezgebung und Kindermord: Wahrheiten und Träume, Nachforschungen und Bilder	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11234986bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: ein Buch für das Volk. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11941362bsb	1790-01-01T00:00:00Z	1790	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Versuch, die Grundsätze der Volksbildung zu vereinfachen. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10311310bsb	1790-01-01T00:00:00Z	1790	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Versuch, die Grundsätze der Volksbildung zu vereinfachen. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10311311bsb	1792-01-01T00:00:00Z	1792	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Versuch, die Grundsätze der Volksbildung zu vereinfachen. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11341416bsb	1787-01-01T00:00:00Z	1787	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Buch für das Volk. 4	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10770240bsb	1815-01-01T00:00:00Z	1815	Pestalozzi, Johann Heinrich	An die Unschuld, den Ernst und den Edelmuth meines Zeitalters und meines Vaterlandes: Ein Wort der Zeit	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11758584bsb	1801-01-01T00:00:00Z	1801	Pestalozzi, Johann Heinrich	Wie Gertrud ihre Kinder lehrt: ein Versuch den Müttern Anleitung zu geben, ihre Kinder selbst zu unterrichten ; in Briefen	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11089572bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11089579bsb	1823-01-01T00:00:00Z	1823	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 10	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11341407bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10763722bsb	1871-01-01T00:00:00Z	1871	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Werke. 11	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11301318bsb	1801-01-01T00:00:00Z	1801	Pestalozzi, Johann Heinrich	Wie Gertrud ihre Kinder lehrt: ein Versuch den Müttern Anleitung zu geben, ihre Kinder selbst zu unterrichten ; in Briefen	German	german-online-libraries; booksbylanguage_german; booksbylanguage; fav-jesus_daniel_martinez_barreto986
10129401bsb	1831-01-01T00:00:00Z	1831	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: ein Buch für das Volk. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11721927bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11941361bsb	1790-01-01T00:00:00Z	1790	Pestalozzi, Johann Heinrich	Lienhard und Gertrud: Ein Versuch, die Grundsätze der Volksbildung zu vereinfachen. 1	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11721934bsb	1823-01-01T00:00:00Z	1823	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 10	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11421326bsb	1824-01-01T00:00:00Z	1824	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 12	German	german-online-libraries; booksbylanguage_german; booksbylanguage
bim_eighteenth-century_leonard-gertrude-a-po_pestalozzi-johann-heinr_1800	1800-01-01T00:00:00Z	1800	Pestalozzi, Johann Heinrich	Leonard & Gertrude. A popular story, written originally in German; translated into French, and now attempted in English; with the hope of its being useful to the lower orders of so	English	pub_eighteenth-century; bim_microfilm; microfilm
10926695bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 3	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10724513bsb	1823-01-01T00:00:00Z	1823	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 10	German	german-online-libraries; booksbylanguage_german; booksbylanguage
bub_gb_H-I_AAAAcAAJ	1846-01-01T00:00:00Z	1846	Pestalozzi, Johann Heinrich	Pestalozzi's Leben und Ansichten : in einem wortgetreuen Auszuge aus sämmtlichen von Pestalozzi herrührenden Schriften zur Feier von dessen hundertstem Geburtstage dargestellt	ger	europeanlibraries
buchdermtter00pest	1803-01-01T00:00:00Z	1803	Pestalozzi, Johann Heinrich, 1746-1827	Buch der mütter;	ger	library_of_congress; americana; fav-cetin; fav-lupanar666
lettersonearlyed00pest	1898-01-01T00:00:00Z	1898	Pestalozzi, Johann Heinrich, 1746-1827	Letters on early education; addressed to J. P. Greaves, esq.	eng	library_of_congress; americana; fav-kenneth_lau; fav-stella_nde
10724510bsb	1821-01-01T00:00:00Z	1821	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 7	German	german-online-libraries; booksbylanguage_german; booksbylanguage
11089615bsb	1819-01-01T00:00:00Z	1819	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 2	German	german-online-libraries; booksbylanguage_german; booksbylanguage
10926703bsb	1822-01-01T00:00:00Z	1822	Pestalozzi, Johann Heinrich	Pestalozzi's sämmtliche Schriften. 9	German	german-online-libraries; booksbylanguage_german; booksbylanguage
